location name,nws shef id,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum
Williams Fork (CO) at Williams Fork Reservoir,WFDC2,,40.002,-106.1834,BOU,CBRFC,CO,Grand,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFDC2,QIIRZ,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Walnut River at Winfield,WFDK1,7147800,37.22388,-96.99583,ICT,ABRFC,KS,Cowley,,CST6CDT,FALSE,,16,18,22,29,ft,,https://water.noaa.gov/gauges/WFDK1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1083.45,,,,
Cowanesque River at Westfield,WFDP1,1518862,41.92305556,-77.53222222,CTP,MARFC,PA,Tioga,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFDP1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1337.14,,,,
Cypress Creek near Westfield,WFDT2,8069000,30.03555556,-95.42861111,HGX,WGRFC,TX,Harris,,CST6CDT,FALSE,,82.5,85.5,88,90,ft,,https://water.noaa.gov/gauges/WFDT2,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,0,,,,
WF Eklutna River near Palmer,WFEA2,15277800,61.2951,-148.976014,AFC,APRFC,AK,Anchorage,,AST9ADT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFEA2,HGIRZ,FALSE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of Alaska Pacific University,,FALSE,FALSE,FALSE,FALSE,STND,0,,,,
West Fork Gila River at Cliff Dwellings,WFGN5,9430010,33.22944444,-108.2655556,ABQ,CBRFC,NM,Catron,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFGN5,HGIRG,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
West Fork Hood River near Dee,WFHO3,14118500,45.598451,-121.635908,PQR,NWRFC,OR,Lane,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFHO3,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Holliday Creek at Wichita Falls,WFHT2,7312610,33.884444,-98.498889,OUN,ABRFC,TX,Wichita,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFHT2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,919.61,,,,
Williams Fork (CO) near Leal,WFLC2,9036000,39.8339,-106.0558,BOU,CBRFC,CO,Grand,,MST7MDT,FALSE,,3.9,4.3,5.5,7,ft,,https://water.noaa.gov/gauges/WFLC2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,FALSE,TRUE,NGVD29,8790,,,,
Chautauqua Creek near Westfield,WFLN6,4213319,42.33083333,-79.59,BUF,NERFC,NY,Chautauqua,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFLN6,HGIRG,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,613.62,,,,
Eastern Oklahoma Lakes at Webbers Falls Lock and Dam,WFLO2,7194550,35.55388889,-95.16833333,TSA,ABRFC,OK,Muskogee,,CST6CDT,FALSE,,-9999,490.5,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFLO2,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Army Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,,,,,,
West Fork Ditch at Moville,WFMI4,,42.49305556,-96.07555556,FSD,MBRFC,IA,Woodbury,,CST6CDT,FALSE,,1143,1145,1149,1151,ft,,https://water.noaa.gov/gauges/WFMI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Sheyenne River at West Fargo Diversion,WFON8,5059480,46.89111111,-96.91638889,FGF,NCRFC,ND,Cass,,CST6CDT,FALSE,,16,18,20,21,ft,,https://water.noaa.gov/gauges/WFON8,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,877.72,,,,
West Fork Permanente Creek below Deer Farm,WFPC1,,37.3322,-122.0986,MTR,CNRFC,CA,Santa Clara,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFPC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,SCVWD,,FALSE,FALSE,FALSE,FALSE,,,,,,
Tide Gauge at West Fowl River Bridge (IN MHHW),WFRA1,,30.37664,-88.15856,MOB,SERFC,AL,Mobile,,CST6CDT,FALSE,,-9999,2,3,6,ft,,https://water.noaa.gov/gauges/WFRA1,HCIRG,TRUE,,-1.69 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Williams Fork (CO) below Williams Fork Reservoir,WFRC2,9038500,40.0359,-106.205,BOU,CBRFC,CO,Grand,,MST7MDT,FALSE,,6,7,8.5,10,ft,,https://water.noaa.gov/gauges/WFRC2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,7615,,,,
Wichita River at River Road at Wichita Falls,WFRT2,7312580,33.931055,-98.459805,OUN,ABRFC,TX,Wichita,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFRT2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,912,,,,
West Fork Satsop River near Satsop,WFSW1,,47.17944444,-123.5594444,SEW,NWRFC,WA,Grays Harbor,,PST8PDT,FALSE,,213.6,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFSW1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Chehalis R Basin Flood Authority,,FALSE,FALSE,FALSE,FALSE,,,,,,
West Fork Tolovana River near Livengood,WFTA2,15519150,65.46666667,-148.6666667,AFG,APRFC,AK,Yukon-Koyukuk,,AST9ADT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WFTA2,HGIRG,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,450,,,,
Blackstone River above Woonsocket,WFWR1,,42.01,-71.5,BOX,NERFC,RI,Norfolk,,EST5EDT,FALSE,,8,9,12,16,ft,,https://water.noaa.gov/gauges/WFWR1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Army Corps of Engineers,,FALSE,FALSE,FALSE,FALSE,,,,,,
Middle Fork Flathead River near West Glacier,WGCM8,12358500,48.49527778,-114.0091667,MSO,NWRFC,MT,Flathead,,MST7MDT,FALSE,,9,10,14,18,ft,,https://water.noaa.gov/gauges/WGCM8,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
West Grand Lake at Grand Lake Stream,WGLM1,1018900,45.18111111,-67.77805556,CAR,NERFC,ME,Washington,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WGLM1,HPIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Sideburn Branch at Woodglen Lake,WGLV2,,38.80333333,-77.31305556,LWX,MARFC,VA,Fairfax,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WGLV2,HPIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
North Fork Zumbro River near Wanamingo,WGOM5,,44.3122,-92.8128,MPX,NCRFC,MN,Goodhue,,CST6CDT,FALSE,,17,18,20,22,ft,,https://water.noaa.gov/gauges/WGOM5,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Obs courtesy of MN DNR (41010001),,FALSE,FALSE,TRUE,FALSE,NAVD88,1001.1,,,,
Amite River Basin at Welsh Gully near Prairieville,WGPL1,7380102,30.33666667,-90.96888889,LIX,LMRFC,LA,Ascension,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WGPL1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Squannacook River at West Groton,WGTM3,1096000,42.63425619,-71.6578479,BOX,NERFC,MA,Middlesex,,EST5EDT,FALSE,,6,7,8.5,9.5,ft,,https://water.noaa.gov/gauges/WGTM3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,243.5,,,,
Colorado River (TX) at Wharton,WHAT2,8162000,29.30888889,-96.10361111,HGX,WGRFC,TX,Wharton,,CST6CDT,TRUE,,20,39,41,43,ft,,https://water.noaa.gov/gauges/WHAT2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,52.42,,,,
White River near Rangely,WHBC2,9306290,40.17969335,-108.5653775,GJT,CBRFC,CO,Rio Blanco,,MST7MDT,FALSE,,7.5,8,9,11,ft,,https://water.noaa.gov/gauges/WHBC2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,5395,,,,
Salmon River at White Bird,WHBI1,13317000,45.75027778,-116.3230556,MSO,NWRFC,ID,Idaho,,MST7MDT,FALSE,,30,32,33,35,ft,,https://water.noaa.gov/gauges/WHBI1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Sauquoit Creek at Whitesboro,WHBN6,1339060,43.11144444,-75.294,ALY,NERFC,NY,Oneida,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHBN6,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Whitley Creek near Allenville,WHCI2,5591550,39.5067,-88.5273,ILX,NCRFC,IL,Moultrie,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHCI2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,USGS & USACE,,FALSE,FALSE,TRUE,FALSE,NAVD88,616.391,,,,
Blue River (IN) at White Cloud,WHCI3,3303000,38.2375,-86.22833333,LMK,OHRFC,IN,Harrison,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHCI3,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,434.26,,,,
Wild Horse Creek near Arvada (Closed Gauge),WHCW4,6317020,44.6325,-106.0313889,BYZ,MBRFC,WY,Sheridan,,GMT0GMT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHCW4,HGIRG,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Walhonding River at Walhonding,WHDO1,3139850,40.30777778,-81.90777778,PBZ,OHRFC,OH,Coshocton,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHDO1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,747.04,,,,
Buffalo Creek (IL) at Wheeling,WHEI2,5528500,42.15194444,-87.95777778,LOT,NCRFC,IL,Cook,,CST6CDT,FALSE,,4.5,5,6.5,7.5,ft,,https://water.noaa.gov/gauges/WHEI2,HGIRG,TRUE,,1 ft,Forecasts are not available. Only observed stages are available for this point.,TRUE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,658.28,,,,
Wheeling Creek WV at Elm Grove,WHEW2,3112000,40.04444444,-80.66111111,PBZ,OHRFC,WV,Ohio,,EST5EDT,FALSE,,-9999,7,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHEW2,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,667.03,,,,
Hay River at Wheeler,WHEW3,5368000,45.04777778,-91.91083333,MPX,NCRFC,WI,Dunn,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHEW3,HGIRP,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Obs courtesy of US Geological Survey (05368000),,FALSE,FALSE,TRUE,FALSE,,,,,,
Snake Creek  downstream Snake Creek Reservoir near Whitesburg,WHGG1,2337498,33.52722222,-84.93638889,FFC,SERFC,GA,Carroll,,EST5EDT,FALSE,,11,13,15,18,ft,,https://water.noaa.gov/gauges/WHGG1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,900,,,,
Missouri River at Washington,WHGM7,6935450,38.55972222,-91.0075,LSX,MBRFC,MO,Franklin,,CST6CDT,FALSE,,18,20,28,31,ft,,https://water.noaa.gov/gauges/WHGM7,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,TRUE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,457.271,,,,
Tennessee River at Whitesburg,WHIA1,3575500,34.57166667,-86.55805556,HUN,LMRFC,AL,Madison,,CST6CDT,FALSE,,15,17,20,23,ft,,https://water.noaa.gov/gauges/WHIA1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Tennessee Valley Authority (TVA),,FALSE,FALSE,FALSE,FALSE,NGVD29,549,,,,
White River below Meeker,WHIC2,9304800,40.01333333,-108.0925,GJT,CBRFC,CO,Rio Blanco,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHIC2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Whippany River at Morristown,WHIN4,1381500,40.80722222,-74.45611111,PHI,MARFC,NJ,Morris,,EST5EDT,FALSE,,5,6,7,8,ft,,https://water.noaa.gov/gauges/WHIN4,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,260.01,,,,
Moreau River (SD) near Whitehorse,WHIS2,6360500,45.25583333,-100.8425,ABR,MBRFC,SD,Dewey,,MST7MDT,FALSE,,19,21,23,25,ft,,https://water.noaa.gov/gauges/WHIS2,HGIR2,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1662.82,,,,
White River near Plain,WHIW1,,47.874415,-120.87038,OTX,NWRFC,WA,Chelan,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHIW1,HGIRG,TRUE,,1 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,45K090,,FALSE,FALSE,FALSE,FALSE,,,,,,
Trempealeau River at Whitehall,WHIW3,,44.3725,-91.3164,ARX,NCRFC,WI,Trempealeau,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHIW3,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Trempealeau County,,FALSE,FALSE,FALSE,FALSE,,,,,,
Allegheny River at West Hickory,WHKP1,3016000,41.57083333,-79.40805556,PBZ,OHRFC,PA,Forest,,EST5EDT,FALSE,,10.7,14,16,17,ft,,https://water.noaa.gov/gauges/WHKP1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1059.4,,,,
Muscatatuck River at Wheeler Hollow,WHLI3,,38.76805556,-86.15222222,IND,OHRFC,IN,Washington,,EST5EDT,FALSE,,14.5,18,22.5,28,ft,,https://water.noaa.gov/gauges/WHLI3,HGIRZ,FALSE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
South Omaha Creek at Walthill,WHLN1,6600900,42.148041,-96.482943,OAX,MBRFC,NE,Thurston,,CST6CDT,FALSE,,18.5,20,23,24.5,ft,,https://water.noaa.gov/gauges/WHLN1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of the USGS,,FALSE,FALSE,FALSE,FALSE,NGVD29,1183,,,,
Atlantic Coast at Watch Hill Cove (IN MLLW),WHLR1,,41.3106,-71.8583,BOX,NERFC,RI,Washington,,EST5EDT,FALSE,,4.5,5,8,9.5,ft,,https://water.noaa.gov/gauges/WHLR1,HMIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Ohio River at Pike Island Lock and Dam,WHLW2,3111520,40.14972222,-80.70166667,PBZ,OHRFC,WV,Ohio,,EST5EDT,FALSE,,26.4,37,39,43,ft,,https://water.noaa.gov/gauges/WHLW2,HTIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,610.74,,,,
Nolin River at White Mills,WHMK2,3310300,37.56194444,-86.03666667,LMK,OHRFC,KY,Hardin,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHMK2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,590.37,,,,
Whitemarsh Run at White Marsh,WHMM2,1585100,39.37055556,-76.44583333,LWX,MARFC,MD,Baltimore,,EST5EDT,FALSE,,9,11,15,18,ft,,https://water.noaa.gov/gauges/WHMM2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,33.71,,,,
Enoree River at Whitmire,WHMS1,2160700,34.50916667,-81.59833333,CAE,SERFC,SC,Newberry,,EST5EDT,FALSE,,23,25,28,32,ft,,https://water.noaa.gov/gauges/WHMS1,HGIRG,TRUE,,0 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,300,,,,
N Fork Holston River at White Mills 2N,WHMV2,,36.800537,-81.991719,MRX,LMRFC,VA,Washington,,EST5EDT,FALSE,,9,10.5,16,20,ft,,https://water.noaa.gov/gauges/WHMV2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of VA DEM,,FALSE,FALSE,FALSE,FALSE,NAVD88,1474.09,,,,
White River (IN) at 146th Street near Noblesville,WHNI3,3350800,39.98195,-86.0333,IND,OHRFC,IN,Hamilton,,EST5EDT,FALSE,,10,13,19,-9999,ft,,https://water.noaa.gov/gauges/WHNI3,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,724.46,,,,
Red River of the North at Wahpeton,WHNN8,5051500,46.26611111,-96.59833333,FGF,NCRFC,ND,Richland,,CST6CDT,FALSE,,9.5,11,13,15,ft,,https://water.noaa.gov/gauges/WHNN8,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,943.89,,,,
Lehigh River near F.E. Walter Dam,WHNP1,,41.1125,-75.72083333,PHI,MARFC,PA,Luzerne,,EST5EDT,FALSE,,1450,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHNP1,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,1265,,,,
Sandies Creek near Westhoff,WHOT2,8175000,29.2152475,-97.44943529,EWX,WGRFC,TX,De Witt,,CST6CDT,FALSE,,12,21,22,24,ft,,https://water.noaa.gov/gauges/WHOT2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,177.87,,,,
Rainy River near Boat Landing at Wheelers Point,WHPM5,5137500,48.83027778,-94.705,FGF,NCRFC,MN,Lake of the Woods,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHPM5,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1055.19,,,,
Whippany River near Morristown,WHPN4,1381400,40.81222222,-74.51194444,PHI,MARFC,NJ,Morris,,GMT0GMT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHPN4,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,310,,,,
Duck Creek (OH) below Whipple,WHPO1,3115786,39.50888889,-81.4230556,RLX,OHRFC,OH,Washington,,EST5EDT,FALSE,,9.6,12,15,22,ft,,https://water.noaa.gov/gauges/WHPO1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,TRUE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,610.75,,,,
Waihee River at Dam,WHRH1,16614000,20.93916667,-156.5497222,HFO,APRFC,HI,Maui,,HST10,FALSE,,-9999,6,-9999,11,ft,,https://water.noaa.gov/gauges/WHRH1,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Wildhorse River at Brownlee,WHRI1,,44.8519,-116.8953,BOI,NWRFC,ID,Adams,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHRI1,QRIRZ,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Bois de Sioux River at White Rock Dam,WHRM5,5050000,45.8625,-96.57361111,ABR,NCRFC,MN,Traverse,,CST6CDT,FALSE,,12.5,14,19,21,ft,,https://water.noaa.gov/gauges/WHRM5,HTIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,960.43,,,,
Whitefish River near Kalispell,WHRM8,12366000,48.32027778,-114.2775,MSO,NWRFC,MT,Flathead,,MST7MDT,FALSE,,5,5.4,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHRM8,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
First Fork Sinnemahoning Creek at Wharton,WHRP1,1543700,41.51888889,-78.02777778,CTP,MARFC,PA,Potter,,GMT0GMT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHRP1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1062.15,,,,
White River at kilometer 1881.6 Alaska Hwy near Beaver Creek-Yukon Territory,WHRQ9,,61.93333333,-140.5333333,AFG,APRFC,AK,Unk,,YST9YDT,FALSE,,80.5,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/WHRQ9,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of the Water Survey of Canada,,TRUE,TRUE,FALSE,TRUE,STND,0,,,,
